gene,marker_label,cluster,mean_expression,detection_fraction
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,5,2.1245865433429723,0.8359030837004405
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,6,2.1240472286002614,0.912883435582822
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,7,5.018168576632548,0.9987531172069826
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,8,2.4503240383491933,0.941970310391363
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,9,1.6011999652364808,0.5184094256259205
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,10,2.6671499535459633,0.9039087947882736
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,11,1.9352286119513855,0.8431818181818181
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,12,4.286452469572169,0.9918478260869565
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,13,1.7531651514924897,0.9622641509433962
Waus8730.v1.chrC.g149550,ccsA|Waus8730.v1.chrC.g149550,14,1.0656851014079547,0.6956521739130435
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,0,2.826852125895836,0.8837209302325582
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,1,0.7656518530914742,0.4868085106382979
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,2,1.4854762441758809,0.7128614157527418
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,3,0.5995558513913638,0.4022517911975435
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,4,0.5653164174777197,0.2082018927444795
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,5,0.8519405558637856,0.5
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,6,0.4541043116070679,0.649079754601227
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,7,0.19270562146556067,0.09725685785536159
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,8,0.5653026722410908,0.5168690958164642
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,9,0.3066880710937522,0.1251840942562592
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,10,0.899087512042744,0.509771986970684
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,11,0.8327374091286486,0.7113636363636363
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,12,0.6412859120374409,0.3342391304347826
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,13,1.3799541763014438,0.9245283018867925
Waus8730.v1.chr1.g003300,Waus8730.v1.chr1.g003300,14,0.35875045501641145,0.41304347826086957
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,0,4.060668143306354,0.9839615076182838
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,1,5.306774473351357,0.9957446808510638
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,2,4.588509276771562,0.9930209371884346
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,3,2.0892722144399634,0.8761514841351075
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,4,3.197703892453032,0.889589905362776
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,5,1.6467854820119767,0.8237885462555066
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,6,0.8773891758640668,0.8957055214723927
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,7,2.4602856551208667,0.8416458852867831
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,8,5.838593414923135,1.0
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,9,4.306674676455686,0.9734904270986745
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,10,2.233744203338063,0.8648208469055375
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,11,0.770510562897647,0.7795454545454545
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,12,2.4127747330520966,0.8777173913043478
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,13,5.827088550049537,1.0
Waus8730.v1.chr9.g145240,Waus8730.v1.chr9.g145240,14,2.318639046484113,0.9130434782608695
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,0,2.446871881703655,0.8340016038492382
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,1,1.6128729220234634,0.7319148936170212
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,2,4.25360740659145,0.9830508474576272
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,3,0.4225564976406547,0.27226202661207777
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,4,0.33855680758406487,0.12513144058885384
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,5,0.18769696927380253,0.1420704845814978
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,6,0.17145019622537083,0.3312883435582822
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,7,0.3763799365363732,0.16209476309226933
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,8,2.4046597259188105,0.9460188933873145
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,9,1.1318957858157113,0.39322533136966126
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,10,0.17188299875860585,0.1237785016286645
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,11,0.07315990761846326,0.12727272727272726
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,12,0.1806846571751281,0.08152173913043478
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,13,2.140513993408436,0.9779874213836478
Waus8730.v1.chr16.g057130,Waus8730.v1.chr16.g057130,14,0.1781414514149913,0.2826086956521739
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,0,5.376894926227821,0.9991980753809142
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,1,4.3008649801900605,0.9821276595744681
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,2,1.147927971903054,0.6769690927218345
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,3,2.6970807886514097,0.8730808597748209
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,4,4.7579320335910555,0.9789695057833859
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,5,4.537815747025818,0.987885462555066
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,6,2.5277691915917266,0.9619631901840491
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,7,1.8738947628585525,0.6458852867830424
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,8,0.8978481191388179,0.6275303643724697
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,9,1.9095321981374647,0.605301914580265
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,10,4.849089478404206,0.9837133550488599
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,11,4.938417666767667,0.9886363636363636
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,12,4.762601587944016,0.9945652173913043
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,13,2.10102294396421,0.8710691823899371
Waus8730.v1.chr7.g133850,THI1|Waus8730.v1.chr7.g133850,14,2.1830229195641317,0.8913043478260869
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,0,0.2760047799714459,0.1868484362469928
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,1,2.0821683712058037,0.7897872340425532
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,2,0.22435076374313095,0.2143569292123629
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,3,0.38931562380456436,0.28863868986693964
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,4,0.45992608364088045,0.16929547844374343
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,5,1.0023189492797746,0.4713656387665198
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,6,0.19298657333004748,0.3128834355828221
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,7,0.22870871299615625,0.10224438902743142
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,8,1.8549736815324227,0.863697705802969
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,9,0.5908214692494114,0.21796759941089838
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,10,0.5463633986255509,0.3306188925081433
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,11,0.14877946423502283,0.22727272727272727
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,12,0.40414855366475955,0.18206521739130435
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,13,1.9692464371544325,0.9559748427672956
Waus8730.v1.chr16.g057270,Waus8730.v1.chr16.g057270,14,0.12172731181474487,0.10869565217391304
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,0,0.5308781704336278,0.3993584603047314
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,1,0.03736457686360212,0.03404255319148936
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,2,0.6804210072847511,0.5284147557328016
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,3,0.06243326974371387,0.08904810644831115
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,4,0.08683724972092506,0.03470031545741325
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,5,0.20780301333219334,0.14537444933920704
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,6,0.1496054746950883,0.4368098159509202
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,7,0.07013001072861857,0.03366583541147132
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,8,0.021226566866738933,0.032388663967611336
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,9,0.04423677026853556,0.023564064801178203
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,10,0.10517296695703014,0.10586319218241043
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,11,0.14109211125743384,0.3477272727272727
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,12,0.06252380919972253,0.0625
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,13,0.032710925168524856,0.0880503144654088
Waus8730.v1.chr3.g095120,Waus8730.v1.chr3.g095120,14,3.4920924932380357,0.9565217391304348
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,0,1.4453208486914042,0.7353648757016841
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,1,2.2764470176556624,0.8587234042553191
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,2,2.336425637264332,0.8993020937188435
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,3,2.801144870130933,0.9232343909928352
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,4,1.8819555884948682,0.601472134595163
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,5,4.016550350324929,0.9768722466960352
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,6,3.0995396444063186,0.9815950920245399
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,7,1.8351633043967854,0.6483790523690773
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,8,3.4511895310697556,0.9757085020242915
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,9,2.518436180079219,0.7378497790868925
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,10,2.446044728476227,0.8729641693811075
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,11,2.843409751075543,0.9590909090909091
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,12,2.0291308334903873,0.7228260869565217
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,13,2.864653631870302,0.9842767295597484
Waus8730.v1.chr12.g027290,Waus8730.v1.chr12.g027290,14,1.0686943284619934,0.6739130434782609
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,0,2.318863424072206,0.9302325581395349
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,1,3.5381321921752673,0.9719148936170213
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,2,2.1098625844370886,0.8883349950149552
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,3,4.098373490812481,0.9928352098259979
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,4,3.474536892091962,0.9211356466876972
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,5,5.01117666910558,0.9911894273127754
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,6,3.9160870785241237,0.9938650306748467
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,7,2.750604326332051,0.8678304239401496
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,8,3.808406373361505,0.9878542510121457
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,9,3.539911993112064,0.9322533136966127
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,10,4.142850276698476,0.988599348534202
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,11,3.9829701415063896,0.9818181818181818
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,12,3.5454860023789014,0.967391304347826
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,13,3.7079897897495537,0.9937106918238994
Waus8730.v1.chr5.g111250,Waus8730.v1.chr5.g111250,14,1.882734027110593,0.9130434782608695
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,0,2.3703916353934655,0.8700882117080995
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,1,2.7850031736331333,0.9029787234042553
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,2,3.235367962637675,0.9581256231306082
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,3,2.623996376507134,0.9078812691914022
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,4,1.824759059294254,0.5972660357518401
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,5,3.8280495747897203,0.9768722466960352
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,6,2.663467966715748,0.9693251533742331
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,7,1.573326486309966,0.5960099750623441
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,8,3.5579403517605286,0.9851551956815114
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,9,2.314534703347886,0.711340206185567
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,10,2.3211453339977512,0.8615635179153095
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,11,2.5742673123488524,0.9431818181818182
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,12,1.8201634813062604,0.6956521739130435
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,13,3.4438210908652254,0.9937106918238994
Waus8730.v1.chr1.g013300,Waus8730.v1.chr1.g013300,14,0.8244977462891123,0.6956521739130435
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,0,2.9482701830334426,0.9887730553327987
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,1,2.959747064163712,0.9829787234042553
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,2,4.829185277121071,1.0
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,3,4.868616022045562,0.9989764585465711
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,4,4.216236214196343,0.9926393270241851
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,5,4.299934210752924,0.9977973568281938
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,6,5.205410090345731,1.0
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,7,4.297440517891466,0.9962593516209476
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,8,4.5272737291006875,1.0
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,9,4.890711281312002,0.9970544918998527
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,10,4.360734702991986,1.0
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,11,4.603315930425686,0.9863636363636363
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,12,4.259039638107872,0.9972826086956522
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,13,3.3970522279058684,0.9968553459119497
Waus8730.v1.chr9.g148620,RCA|Waus8730.v1.chr9.g148620,14,2.650702383044909,0.9782608695652174
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,0,2.807472747344247,0.9374498797113071
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,1,2.143349340930228,0.8791489361702127
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,2,0.6182529742544355,0.5294117647058824
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,3,0.8903230892914625,0.4953940634595701
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,4,2.3010419702180767,0.7055730809674028
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,5,2.0679750108633237,0.8270925110132159
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,6,1.3444199396470675,0.8785276073619632
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,7,0.5326466418712201,0.24688279301745636
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,8,0.6596002363753339,0.5641025641025641
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,9,0.44558212099502725,0.17673048600883653
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,10,2.715589828108212,0.8729641693811075
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,11,3.2736225026193013,0.9477272727272728
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,12,2.642401405798839,0.8179347826086957
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,13,1.1238125507476942,0.8584905660377359
Waus8730.v1.chr13.g040080,Waus8730.v1.chr13.g040080,14,1.2793702524856474,0.7391304347826086
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,0,3.787243421297365,0.9991980753809142
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,1,3.567016673909869,0.9931914893617021
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,2,3.7409874417519653,0.9990029910269193
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,3,4.418349440587517,1.0
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,4,4.478916647277944,0.9968454258675079
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,5,4.438711268084657,1.0
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,6,5.231436052496534,1.0
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,7,3.989447336636075,0.9788029925187033
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,8,3.538443364779088,0.9986504723346828
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,9,4.338581471622546,0.9926362297496318
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,10,4.527390780116684,1.0
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,11,5.101792763151917,0.9931818181818182
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,12,4.543084790260076,0.9972826086956522
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,13,3.1853376322123133,1.0
Waus8730.v1.chr11.g023520,Waus8730.v1.chr11.g023520,14,2.643391865207041,1.0
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,0,0.4131585796490673,0.2566158781074579
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,1,0.6585311828697253,0.35829787234042554
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,2,4.030368910959598,0.9950149551345963
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,3,3.6010514719350883,0.8863868986693961
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,4,0.8756255047592414,0.2754994742376446
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,5,2.670678775075383,0.8006607929515418
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,6,4.563917942378878,0.9987730061349693
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,7,3.408207260007114,0.9077306733167082
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,8,4.1153226406369035,0.9892037786774629
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,9,4.219345622610323,0.9690721649484536
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,10,0.8865081289790216,0.44299674267100975
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,11,1.1412831374334584,0.7545454545454545
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,12,0.6044597182630084,0.29891304347826086
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,13,2.3888220293567453,0.8144654088050315
Waus8730.v1.chr5.g115190,Waus8730.v1.chr5.g115190,14,1.4766336765870722,0.6304347826086957
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,0,1.8026814010081222,0.8452285485164395
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,1,1.9040649074264822,0.854468085106383
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,2,3.209941381620271,0.9810568295114656
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,3,3.4152501191117435,0.9641760491299898
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,4,2.598755236049563,0.7907465825446898
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,5,3.3157666974192836,0.9581497797356828
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,6,4.348049268452804,0.9975460122699387
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,7,3.029994471228785,0.8977556109725686
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,8,3.392295177241792,0.9878542510121457
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,9,3.5378767577670343,0.9499263622974963
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,10,2.8425339211955056,0.9201954397394136
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,11,3.540802073191059,0.9681818181818181
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,12,2.7280578126307526,0.8505434782608695
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,13,2.459025579784165,0.9748427672955975
Waus8730.v1.chr6.g122410,Waus8730.v1.chr6.g122410,14,1.8963950261588938,0.8695652173913043
