native_program_id,native_program_name,trusted_panel_tier,initial_review_call,manual_review_priority,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,reason_for_inclusion,review_note,manual_decision,manual_decision_notes,marker_label,grouping,group,n_cells,mean_expression,detection_fraction
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,high,Waus8730.v1.chr14.g043590,-,6;8,3,28.9053,high,fructose-bisphosphate aldolase,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g043590,timepoint,dusk,5552,3.5914684577220037,0.985050432276657
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023670,-,0;4;11,4,38.7658,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023670,all_cells,all_cells,11084,3.9316578347339783,0.9944965716347889
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023670,-,0;4;11,4,38.7658,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023670,timepoint,dawn,5532,3.968119416740224,0.9920462762111352
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023670,-,0;4;11,4,38.7658,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023670,timepoint,dusk,5552,3.895327598484241,0.9969380403458213
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023640,-,0;11,4,28.0335,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023640,all_cells,all_cells,11084,6.057919772350523,0.9998195597257308
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023640,-,0;11,4,28.0335,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023640,timepoint,dawn,5532,6.098333776646512,1.0
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023640,-,0;11,4,28.0335,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr11.g023640,timepoint,dusk,5552,6.017651351643496,0.9996397694524496
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr5.g116260,-,0;6,4,27.8803,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g116260,all_cells,all_cells,11084,3.8425923077521813,0.9931432695777698
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr5.g116260,-,0;6,4,27.8803,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g116260,timepoint,dawn,5532,3.986770520603519,0.9936731742588576
carbon_fixation_assimilation,Carbon fixation / assimilation,core_marker,keep_initial,medium,Waus8730.v1.chr5.g116260,-,0;6,4,27.8803,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g116260,timepoint,dusk,5552,3.698933468866445,0.9926152737752162
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149170,rps8,1,1,52.2254,high,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps8|Waus8730.v1.chrC.g149170,all_cells,all_cells,11084,2.533945228925792,0.8520389750992422
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149170,rps8,1,1,52.2254,high,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps8|Waus8730.v1.chrC.g149170,timepoint,dawn,5532,2.783772580419104,0.888647866955893
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149170,rps8,1,1,52.2254,high,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps8|Waus8730.v1.chrC.g149170,timepoint,dusk,5552,2.285017831868696,0.8155619596541787
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149180,rpoA,1,2,52.0804,high,"Bacterial RNA polymerase, alpha chain C terminal domain",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rpoA|Waus8730.v1.chrC.g149180,all_cells,all_cells,11084,2.5425649226836966,0.8627751714182605
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149180,rpoA,1,2,52.0804,high,"Bacterial RNA polymerase, alpha chain C terminal domain",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rpoA|Waus8730.v1.chrC.g149180,timepoint,dawn,5532,2.7113209824888593,0.8920824295010846
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149180,rpoA,1,2,52.0804,high,"Bacterial RNA polymerase, alpha chain C terminal domain",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rpoA|Waus8730.v1.chrC.g149180,timepoint,dusk,5552,2.3744167737567947,0.8335734870317003
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149550,ccsA,1,3,51.2945,high,Cytochrome c biogenesis protein CcsA,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,ccsA|Waus8730.v1.chrC.g149550,all_cells,all_cells,11084,2.345343810157008,0.8178455431252255
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149550,ccsA,1,3,51.2945,high,Cytochrome c biogenesis protein CcsA,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,ccsA|Waus8730.v1.chrC.g149550,timepoint,dawn,5532,2.510237355527771,0.8407447577729573
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,high,Waus8730.v1.chrC.g149550,ccsA,1,3,51.2945,high,Cytochrome c biogenesis protein CcsA,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,ccsA|Waus8730.v1.chrC.g149550,timepoint,dusk,5552,2.181044261707609,0.795028818443804
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149300,atpB,1,4,51.2809,high,ATP synthase subunit beta,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,atpB|Waus8730.v1.chrC.g149300,all_cells,all_cells,11084,3.1028563449135294,0.91014074341393
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149300,atpB,1,4,51.2809,high,ATP synthase subunit beta,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,atpB|Waus8730.v1.chrC.g149300,timepoint,dawn,5532,3.290779108727428,0.9246203904555315
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149300,atpB,1,4,51.2809,high,ATP synthase subunit beta,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,atpB|Waus8730.v1.chrC.g149300,timepoint,dusk,5552,2.9156105363006892,0.8957132564841499
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149140,rps3,1,5,51.0409,high,Belongs to the universal ribosomal protein uS3 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps3|Waus8730.v1.chrC.g149140,all_cells,all_cells,11084,1.8992570114867293,0.7595633345362685
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149140,rps3,1,5,51.0409,high,Belongs to the universal ribosomal protein uS3 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps3|Waus8730.v1.chrC.g149140,timepoint,dawn,5532,2.096381528032349,0.8049530007230657
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chrC.g149140,rps3,1,5,51.0409,high,Belongs to the universal ribosomal protein uS3 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,rps3|Waus8730.v1.chrC.g149140,timepoint,dusk,5552,1.7028425976664177,0.7143371757925072
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chr1.g011900,-,3,5,38.9016,high,"Short-chain dehydrogenase TIC 32, chloroplastic-like",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g011900,all_cells,all_cells,11084,0.5392235036395719,0.3097257307831108
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chr1.g011900,-,3,5,38.9016,high,"Short-chain dehydrogenase TIC 32, chloroplastic-like",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g011900,timepoint,dawn,5532,0.43383490663181956,0.2854302241503977
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,core_marker,keep_initial,medium,Waus8730.v1.chr1.g011900,-,3,5,38.9016,high,"Short-chain dehydrogenase TIC 32, chloroplastic-like",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g011900,timepoint,dusk,5552,0.6442324587272676,0.3339337175792507
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149640,ycf1,1,6,50.2663,medium,Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,ycf1|Waus8730.v1.chrC.g149640,all_cells,all_cells,11084,2.296050929551125,0.8098159509202454
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149640,ycf1,1,6,50.2663,medium,Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,ycf1|Waus8730.v1.chrC.g149640,timepoint,dawn,5532,2.619609557692555,0.8544830079537238
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149640,ycf1,1,6,50.2663,medium,Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,ycf1|Waus8730.v1.chrC.g149640,timepoint,dusk,5552,1.9736578584274964,0.7653097982708934
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149220,clpP,1,7,49.8573,medium,ATP-dependent Clp protease proteolytic,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,clpP|Waus8730.v1.chrC.g149220,all_cells,all_cells,11084,1.611187655661998,0.7011909058101768
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149220,clpP,1,7,49.8573,medium,ATP-dependent Clp protease proteolytic,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,clpP|Waus8730.v1.chrC.g149220,timepoint,dawn,5532,1.791720425653755,0.7481923355025307
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,supporting_marker,supporting_review,medium,Waus8730.v1.chrC.g149220,clpP,1,7,49.8573,medium,ATP-dependent Clp protease proteolytic,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,clpP|Waus8730.v1.chrC.g149220,timepoint,dusk,5552,1.4313052198560905,0.6543587896253602
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr12.g027290,-,5,1,38.4052,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g027290,all_cells,all_cells,11084,2.5008253665419744,0.8391374954889932
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr12.g027290,-,5,1,38.4052,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g027290,timepoint,dawn,5532,2.8239793985025354,0.8821402747650036
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr12.g027290,-,5,1,38.4052,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g027290,timepoint,dusk,5552,2.178835434120177,0.7962896253602305
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr5.g111250,-,5,2,38.3184,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g111250,all_cells,all_cells,11084,3.4747014969671137,0.952995308552869
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr5.g111250,-,5,2,38.3184,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g111250,timepoint,dawn,5532,3.459569324112655,0.9463123644251626
ion_water_balance,Ion / water balance,core_marker,keep_initial,high,Waus8730.v1.chr5.g111250,-,5,2,38.3184,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g111250,timepoint,dusk,5552,3.4897791591124423,0.9596541786743515
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr1.g013300,-,5,4,34.2919,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g013300,all_cells,all_cells,11084,2.6388912504511453,0.8551064597618189
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr1.g013300,-,5,4,34.2919,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g013300,timepoint,dawn,5532,2.822670934762773,0.8731019522776573
