grouping,run,native_program_id,native_program_name,n_cells,mean_score,median_score,timepoint,final_label,leiden_trusted_panel
final_label,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,1076,3.4297824132317403,3.4757961610268016,,photosynthetic_or_assimilation,
final_label,,rna_binding_regulatory,RNA-binding / regulatory,1076,1.593278769275675,1.3469109141819635,,photosynthetic_or_assimilation,
final_label,,stress_chaperone_response,Stress / chaperone response,1076,0.8831140361240148,0.8658733663650038,,photosynthetic_or_assimilation,
final_label,,unknown_high_marker,Unknown high-ranking marker,1076,0.8870441935160144,0.6912532265231109,,photosynthetic_or_assimilation,
final_label,,carbon_fixation_assimilation,Carbon fixation / assimilation,2,3.3085575760295796,3.3085575760295796,,review_required,
final_label,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,2,2.7431369224023237,2.7431369224023237,,review_required,
final_label,,ion_water_balance,Ion / water balance,2,0.6269299799460992,0.6269299799460992,,review_required,
final_label,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,2,0.5900939120705128,0.5900939120705128,,review_required,
final_label,,nutrient_transport,Nutrient transport,2,0.5247557230932606,0.5247557230932606,,review_required,
final_label,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,2,3.1125188502679872,3.1125188502679872,,review_required,
final_label,,rna_binding_regulatory,RNA-binding / regulatory,2,1.5751955499012484,1.5751955499012484,,review_required,
final_label,,stress_chaperone_response,Stress / chaperone response,2,1.0111394026701306,1.0111394026701306,,review_required,
final_label,,unknown_high_marker,Unknown high-ranking marker,2,0.2623778615466303,0.2623778615466303,,review_required,
final_label,,carbon_fixation_assimilation,Carbon fixation / assimilation,4,3.492182052843288,3.4750569535779596,,transport_interface_or_water_balance,
final_label,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,4,2.546376342291288,2.6023904278172107,,transport_interface_or_water_balance,
final_label,,ion_water_balance,Ion / water balance,4,1.3485127435891242,1.0660934783445182,,transport_interface_or_water_balance,
final_label,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,4,1.402844925538475,1.4894838570105624,,transport_interface_or_water_balance,
final_label,,nutrient_transport,Nutrient transport,4,1.0672146360195949,0.8875957265123335,,transport_interface_or_water_balance,
final_label,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,4,3.250348229302481,3.371181958707605,,transport_interface_or_water_balance,
final_label,,rna_binding_regulatory,RNA-binding / regulatory,4,2.070284193086799,1.9911312765442846,,transport_interface_or_water_balance,
final_label,,stress_chaperone_response,Stress / chaperone response,4,1.2764468249813783,1.2395574152469635,,transport_interface_or_water_balance,
final_label,,unknown_high_marker,Unknown high-ranking marker,4,1.839271075435784,1.5529684005626923,,transport_interface_or_water_balance,
final_label,,carbon_fixation_assimilation,Carbon fixation / assimilation,58,3.621142221268184,3.6571501279945355,,vascular_like_or_transport,
final_label,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,58,2.8546328236779424,2.639261886122642,,vascular_like_or_transport,
final_label,,ion_water_balance,Ion / water balance,58,1.354436850026627,1.2617858318343576,,vascular_like_or_transport,
final_label,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,58,0.7777946780794797,0.7672990532422836,,vascular_like_or_transport,
final_label,,nutrient_transport,Nutrient transport,58,0.45295407610964156,0.4071463415825093,,vascular_like_or_transport,
final_label,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,58,3.422156902030912,3.484331154783032,,vascular_like_or_transport,
final_label,,rna_binding_regulatory,RNA-binding / regulatory,58,1.5175852565201684,1.4568502214015147,,vascular_like_or_transport,
final_label,,stress_chaperone_response,Stress / chaperone response,58,0.7648911151042185,0.712531154018715,,vascular_like_or_transport,
final_label,,unknown_high_marker,Unknown high-ranking marker,58,0.7658076198001097,0.6081569989743241,,vascular_like_or_transport,
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,1194,3.7643732602976083,3.8106460124254227,,,0
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,1194,1.3856131051697937,1.3813861030271846,,,0
leiden_trusted_panel,,ion_water_balance,Ion / water balance,1194,1.2579544839756396,1.2643383693332912,,,0
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,1194,0.8930755362218236,0.8480458212734652,,,0
leiden_trusted_panel,,nutrient_transport,Nutrient transport,1194,0.7845933633540292,0.5718380357195347,,,0
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,1194,3.161556537846192,3.1837878048783796,,,0
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,1194,2.554228835180342,2.5092878341674805,,,0
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,1194,1.1838109568994564,1.1439817973966184,,,0
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,1194,0.9068968135488686,0.7926729977130891,,,0
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,1131,3.0996821079337846,3.0976082384586334,,,1
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,1131,1.7218427591526688,1.6982085555791855,,,1
leiden_trusted_panel,,ion_water_balance,Ion / water balance,1131,1.0102617248144585,1.004032782145909,,,1
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,1131,1.6451703368789092,1.7136213582896582,,,1
leiden_trusted_panel,,nutrient_transport,Nutrient transport,1131,0.8107760054050108,0.8300837516784668,,,1
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,1131,2.5427169415571007,2.5134102944884535,,,1
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,1131,3.530937578096643,3.661516984303792,,,1
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,1131,1.5162661025157325,1.5408275891101728,,,1
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,1131,1.8478781380882248,1.86467903606161,,,1
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,991,3.4421053297626276,3.4667507829827424,,,2
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,991,1.9604472407795384,1.9336199997747068,,,2
leiden_trusted_panel,,ion_water_balance,Ion / water balance,991,1.2496364488186835,1.2579438618101906,,,2
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,991,1.6174239109291988,1.6779377056059772,,,2
leiden_trusted_panel,,nutrient_transport,Nutrient transport,991,0.42884757598270246,0.4388441057231055,,,2
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,991,3.6687014020318247,3.6961274783550677,,,2
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,991,0.9913286251150432,1.009252652145028,,,2
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,991,1.1571332083695054,1.1750774687161647,,,2
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,991,2.3560590543329503,2.402085615891682,,,2
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,949,3.6844775455976886,3.74126333966619,,,3
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,949,1.8360938121257937,1.6554281002486375,,,3
leiden_trusted_panel,,ion_water_balance,Ion / water balance,949,1.518812502426269,1.5428350492755407,,,3
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,949,1.1035978588972393,1.0769875099293316,,,3
leiden_trusted_panel,,nutrient_transport,Nutrient transport,949,0.9424219671470926,0.7234330985025249,,,3
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,949,3.7949256386596244,3.8711447157963503,,,3
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,949,1.116523358953778,0.9933971931140944,,,3
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,949,0.8505330715646823,0.8195110680815276,,,3
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,949,1.175535205745693,1.1700268453420832,,,3
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,947,3.6626772292610004,3.7136921726121113,,,4
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,947,1.8265012801494303,1.8251668512821198,,,4
leiden_trusted_panel,,ion_water_balance,Ion / water balance,947,2.36692477141124,2.4524769395069512,,,4
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,947,0.6741192883621349,0.6671047922639389,,,4
leiden_trusted_panel,,nutrient_transport,Nutrient transport,947,0.5988724653829497,0.5571460050376649,,,4
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,947,3.5165003054656045,3.5582449585199356,,,4
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,947,2.524453808708076,2.7547430262976467,,,4
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,947,0.9967576115081112,0.9875746650932788,,,4
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,947,0.7463416718820988,0.7144807815551758,,,4
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,898,2.8956521950795824,2.9058135076837655,,,5
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,898,1.71648537248544,1.661460715039143,,,5
leiden_trusted_panel,,ion_water_balance,Ion / water balance,898,1.7485183446382047,1.810500481301478,,,5
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,898,1.7004353913180426,1.7287629429938987,,,5
leiden_trusted_panel,,nutrient_transport,Nutrient transport,898,2.6838215632241997,2.8997515047654767,,,5
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,898,2.433487377106542,2.4223482536521215,,,5
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,898,2.984654258371652,3.152020255724589,,,5
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,898,1.4518668012110136,1.483146149699891,,,5
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,898,1.689563257152769,1.6673003279742316,,,5
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,872,3.731096915058553,3.818922942322436,,,6
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,872,2.1044102049547893,2.1194571432314264,,,6
leiden_trusted_panel,,ion_water_balance,Ion / water balance,872,1.461047924365681,1.4739579948139494,,,6
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,872,1.0483619582303474,1.041836414692826,,,6
leiden_trusted_panel,,nutrient_transport,Nutrient transport,872,0.4724384313730086,0.4132252958388892,,,6
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,872,3.2597492624058124,3.2942308071611515,,,6
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,872,2.4521342287927914,2.6062461389070073,,,6
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,872,1.404851368467346,1.43149874595944,,,6
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,872,0.8106083220019161,0.7992499334455552,,,6
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,855,3.4248539535464917,3.49224571572073,,,7
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,855,4.4574849209557,4.543080205522086,,,7
leiden_trusted_panel,,ion_water_balance,Ion / water balance,855,1.0142562293847293,0.9937346298919887,,,7
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,855,0.5122106016771615,0.4476958532607175,,,7
leiden_trusted_panel,,nutrient_transport,Nutrient transport,855,0.20448150131068601,0.0,,,7
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,855,3.4516933060909945,3.505206412011235,,,7
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,855,0.7969748457439004,0.791824269580846,,,7
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,855,0.5727314279986706,0.5727411368510785,,,7
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,855,0.4961012904315869,0.4747409759660241,,,7
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,738,3.9405959422833785,3.9561690954744906,,,8
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,738,2.4645557183204785,2.4918426100092868,,,8
leiden_trusted_panel,,ion_water_balance,Ion / water balance,738,1.5849049722874073,1.5643692615945752,,,8
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,738,0.8164716850826704,0.7881497991050388,,,8
leiden_trusted_panel,,nutrient_transport,Nutrient transport,738,0.2742516980580658,0.24425242183291396,,,8
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,738,4.0427945473480245,4.060881553390283,,,8
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,738,1.3768129738806385,1.3993095204733002,,,8
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,738,1.1008836124744195,1.1200510291887493,,,8
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,738,0.8784142484223892,0.8829843354058464,,,8
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,639,4.21862806328204,4.283353580091888,,,9
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,639,1.7881038208988644,1.7972789931396298,,,9
leiden_trusted_panel,,ion_water_balance,Ion / water balance,639,1.4835578575835735,1.4879161819614068,,,9
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,639,0.3374418345747925,0.2977856206770909,,,9
leiden_trusted_panel,,nutrient_transport,Nutrient transport,639,0.21214576893537884,0.1880871975257667,,,9
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,639,4.521521691284644,4.575998969145595,,,9
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,639,1.2670207698938858,1.2047795711458198,,,9
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,639,0.6540328021062435,0.6683956573716732,,,9
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,639,0.47087277876523553,0.4497717762547232,,,9
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,616,3.4361133188534887,3.458795302881432,,,10
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,616,1.7445006626191641,1.6724832639799274,,,10
leiden_trusted_panel,,ion_water_balance,Ion / water balance,616,2.2344930675813077,2.2388621772649597,,,10
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,616,1.8871922673074557,1.902316426353495,,,10
leiden_trusted_panel,,nutrient_transport,Nutrient transport,616,2.2463678466411965,2.3378999972172987,,,10
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,616,3.370798247977225,3.3858155587865033,,,10
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,616,1.5795304034140911,1.6010932076742934,,,10
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,616,1.1785711018976133,1.1918825061273812,,,10
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,616,1.7937580969796498,1.7916322232862973,,,10
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,495,3.7819034100622466,3.8083750009536743,,,11
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,495,3.6947607500434354,3.7054786124362558,,,11
leiden_trusted_panel,,ion_water_balance,Ion / water balance,495,1.2039954747822983,1.2066930021558488,,,11
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,495,0.7700009382748274,0.7391824126243591,,,11
leiden_trusted_panel,,nutrient_transport,Nutrient transport,495,0.4796127702390136,0.44889073402929985,,,11
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,495,3.1972448268086517,3.222202569246292,,,11
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,495,2.702975724485621,2.877991199493408,,,11
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,495,1.086831196388901,1.0499599351112079,,,11
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,495,0.7606474002867012,0.6273957053961081,,,11
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,440,4.187949354349881,4.32919374886551,,,12
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,440,1.9323557631882895,1.9541585824672052,,,12
leiden_trusted_panel,,ion_water_balance,Ion / water balance,440,1.3703079731757948,1.3903130165168216,,,12
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,440,0.47764518145613893,0.42486885003745556,,,12
leiden_trusted_panel,,nutrient_transport,Nutrient transport,440,0.3508019756037599,0.3600264843420701,,,12
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,440,3.6723922086530467,3.7579529383393098,,,12
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,440,3.149294853047042,3.2181208708936153,,,12
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,440,1.0354982656256058,1.0533602081556852,,,12
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,440,0.49606406482036286,0.4810388387210373,,,12
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,273,2.8642026896523802,2.929823923240904,,,13
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,273,1.4618949801924608,1.4017839186514194,,,13
leiden_trusted_panel,,ion_water_balance,Ion / water balance,273,1.9294314994319919,1.9442696863756082,,,13
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,273,2.001033525220624,2.0148812532424927,,,13
leiden_trusted_panel,,nutrient_transport,Nutrient transport,273,2.240487867293467,2.2730444328025046,,,13
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,273,2.644196674499276,2.6162744015455246,,,13
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,273,2.3917752126938905,2.3606953189228292,,,13
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,273,1.743217496937901,1.7195672826522186,,,13
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,273,2.4564661678118864,2.482508993148804,,,13
leiden_trusted_panel,,carbon_fixation_assimilation,Carbon fixation / assimilation,46,2.334699400824412,2.198866054112422,,,14
leiden_trusted_panel,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,46,1.2023544018441155,1.1151585321202298,,,14
leiden_trusted_panel,,ion_water_balance,Ion / water balance,46,1.348398660999829,1.3782808236571518,,,14
leiden_trusted_panel,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,46,0.47808703969349353,0.43166889212822757,,,14
leiden_trusted_panel,,nutrient_transport,Nutrient transport,46,0.20966688756880875,0.16822222480723134,,,14
leiden_trusted_panel,,photosynthesis_light_harvesting,Photosynthesis / light harvesting,46,2.4105462701379143,2.290854969538466,,,14
leiden_trusted_panel,,rna_binding_regulatory,RNA-binding / regulatory,46,1.691653197682353,1.727483550707499,,,14
leiden_trusted_panel,,stress_chaperone_response,Stress / chaperone response,46,1.225699555647354,1.1533647924661636,,,14
leiden_trusted_panel,,unknown_high_marker,Unknown high-ranking marker,46,1.3457811328912543,1.3343192398548127,,,14
timepoint+final_label,,carbon_fixation_assimilation,Carbon fixation / assimilation,4823,3.669627449832986,3.6898248624896763,dawn,ambiguous,
timepoint+final_label,,chloroplast_gene_expression,Chloroplast gene expression / plastid translation,4823,2.229262815202432,2.0396602168682954,dawn,ambiguous,
timepoint+final_label,,ion_water_balance,Ion / water balance,4823,1.5967133737982098,1.5417054542861937,dawn,ambiguous,
timepoint+final_label,,lipid_surface_cell_wall,Lipid / surface / cell-wall biology,4823,1.0776889130453056,0.9926253093804269,dawn,ambiguous,
