arabidopsis_gene_id,arabidopsis_protein_id,arabidopsis_gene_symbol,wolffia_gene_key,wolffia_ncbi_gene_id,wolffia_locus_tag,wolffia_gene_symbol,wolffia_protein_id,wolffia_product,percent_identity,query_coverage,subject_coverage,evalue,bitscore,top_hit_score_ratio,reciprocal_best_hit,arabidopsis_genes_sharing_wolffia_top_hit,orthology_status,mapping_confidence
AT1G04280,NP_171924.2,,144701908,144701908,,LOC144701908,XP_078429846.1,calmodulin calcium-dependent NAD kinase-like,59.4,93.6,96.1,1.14e-190,542.0,inf,True,1.0,reciprocal_best_hit,high
AT1G04330,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G04610,NP_171955.1,YUC3,144711915,144711915,,LOC144711915,XP_078442182.1,putative indole-3-pyruvate monooxygenase YUCCA9,62.0,91.5,97.5,2.86e-191,535.0,1.2298850574712643,False,3.0,directional_best_hit,low
AT1G05010,NP_171994.1,EFE,144700541,144700541,,LOC144700541,XP_078428089.1,1-aminocyclopropane-1-carboxylate oxidase 3-like,51.8,93.8,93.9,8.76e-107,313.0,1.8855421686746987,False,3.0,directional_best_hit,low
AT1G05260,NP_172018.1,RCI3,144701093,144701093,,LOC144701093,XP_078428916.1,peroxidase 27-like,52.8,92.6,92.9,8.310000000000001e-109,318.0,1.003154574132492,False,6.0,directional_best_hit,low
AT1G05340,NP_563734.1,,144704698,144704698,,LOC144704698,XP_078433339.1,protein CYSTEINE-RICH TRANSMEMBRANE MODULE 4-like,39.5,100.0,100.0,3.44e-07,42.0,1.0909090909090908,False,2.0,directional_best_hit,low
AT1G05560,NP_001320882.1,UGT75B1,144705542,144705542,,LOC144705542,XP_078434408.1,UDP-glycosyltransferase 75C1-like,39.1,87.3,88.5,1.41e-97,303.0,1.041237113402062,False,1.0,directional_best_hit,low
AT1G05575,NP_563744.1,,144713690,144713690,,LOC144713690,XP_078444485.1,uncharacterized protein LOC144713690,62.2,83.1,60.2,1.3900000000000001e-21,80.5,inf,True,2.0,reciprocal_best_hit,high
AT1G05610,NP_001322344.1,APS2,144709225,144709225,,ADG1,XP_078438817.1,ADP glucose pyrophosphorylase 1,45.8,89.4,83.5,8.21e-133,393.0,1.190909090909091,False,1.0,directional_best_hit,low
AT1G05650,NP_172056.1,,144706055,144706055,,LOC144706055,XP_078435055.1,polygalacturonase-like,48.3,94.4,95.3,4.67e-121,355.0,1.21160409556314,False,4.0,directional_best_hit,low
AT1G05660,NP_172057.1,,144706055,144706055,,LOC144706055,XP_078435055.1,polygalacturonase-like,48.8,94.4,95.3,5.05e-123,360.0,1.2413793103448276,False,4.0,directional_best_hit,low
AT1G05680,NP_172059.1,UGT74E2,144713092,144713092,,LOC144713092,XP_078443707.1,gallate 1-beta-glucosyltransferase-like,33.8,98.2,92.3,1.53e-87,275.0,1.1270491803278688,False,5.0,directional_best_hit,low
AT1G05760,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G05770,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G05800,NP_563748.1,DGL,144705654,144705654,,LOC144705654,XP_078434552.1,"phospholipase A1-Ialpha2, chloroplastic-like",57.0,71.5,80.8,9.300000000000001e-133,387.0,1.5925925925925926,False,1.0,directional_best_hit,low
AT1G06080,NP_172098.1,ADS1,144703965,144703965,,FAD5,XP_078432406.1,fatty acid desaturase 5,54.6,92.8,81.6,1e-122,354.0,inf,False,3.0,directional_best_hit,low
AT1G06090,NP_172099.1,,144703965,144703965,,FAD5,XP_078432406.1,fatty acid desaturase 5,55.9,95.3,81.9,9.93e-119,343.0,inf,False,3.0,directional_best_hit,low
AT1G06120,NP_172102.1,,144703965,144703965,,FAD5,XP_078432406.1,fatty acid desaturase 5,56.6,96.0,82.5,9.2e-122,351.0,inf,False,3.0,directional_best_hit,low
AT1G06135,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G06137,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G06475,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G06490,NP_172136.2,CalS7,144709566,144709566,,CALS5,XP_078439268.1,callose synthase 5,57.1,97.2,99.2,0.0,2069.0,1.0077934729663907,False,1.0,directional_best_hit,low
AT1G06640,NP_172149.1,,144705886,144705886,,LOC144705886,XP_078434870.1,jasmonate-induced oxygenase 4-like,33.1,92.7,95.5,4.19e-52,176.0,1.093167701863354,False,5.0,directional_best_hit,low
AT1G06760,NP_172161.1,,144711790,144711790,,LOC144711790,XP_078441973.1,uncharacterized protein LOC144711790,60.3,28.1,29.4,8.89e-19,82.4,1.115020297699594,False,1.0,below_threshold,unmapped
AT1G06923,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G06980,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G07135,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G07150,NP_172195.1,MAPKKK13,144700237,144700237,,LOC144700237,XP_078427865.1,mitogen-activated protein kinase kinase kinase 17-like,44.5,65.5,77.1,1.93e-76,245.0,1.3243243243243243,True,1.0,reciprocal_best_hit,medium
AT1G07160,NP_172196.1,,144706319,144706319,,LOC144706319,XP_078435347.1,putative protein phosphatase 2C 53,51.4,98.9,98.9,1.62e-107,319.0,1.070469798657718,False,2.0,directional_best_hit,low
AT1G07175,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G07430,NP_172223.1,HAI2,144714162,144714162,,LOC144714162,XP_078444985.1,putative protein phosphatase 2C 9,56.1,74.7,84.6,2.8500000000000003e-117,346.0,1.0914826498422714,False,1.0,directional_best_hit,low
AT1G07590,NP_172238.1,,144702109,144702109,,LOC144702109,XP_078430123.1,tetratricopeptide repeat (TPR)-like superfamily protein,49.5,88.2,87.9,1.2e-158,461.0,9.0748031496063,True,1.0,reciprocal_best_hit,high
AT1G07610,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G07640,NP_001030988.1,OBP2,144711891,144711891,,LOC144711891,XP_078442151.1,uncharacterized protein LOC144711891,82.5,16.8,19.3,6.599999999999999e-30,114.0,1.027027027027027,False,3.0,below_threshold,unmapped
AT1G07790,NP_172258.1,HTB1,144714173,144714173,,LOC144714173,XP_078444996.1,histone H2B.7,93.9,66.9,68.3,6.789999999999999e-60,181.0,1.0402298850574712,False,5.0,directional_best_hit,low
AT1G07820,NP_563797.1,,144705143,144705143,,LOC144705143,XP_078433817.1,histone H4,100.0,100.0,100.0,1.6399999999999998e-67,196.0,1.0,False,6.0,directional_best_hit,low
AT1G08160,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G08310,NP_001077488.1,,144703511,144703511,,LOC144703511,XP_078431810.1,uncharacterized protein LOC144703511,46.6,95.0,71.3,1.44e-88,270.0,1.0756972111553784,False,1.0,directional_best_hit,low
AT1G08340,NP_172310.1,,144706146,144706146,,LOC144706146,XP_078435171.1,rho GTPase-activating protein 5-like,70.3,69.2,58.1,1.11e-114,336.0,1.024390243902439,False,2.0,directional_best_hit,low
AT1G08560,NP_172332.1,SYP111,144710976,144710976,,SYP111,XP_078440979.1,syntaxin of plants 111,60.8,100.0,100.0,2.3500000000000003e-109,319.0,1.5263157894736843,True,1.0,reciprocal_best_hit,high
AT1G08880,NP_172363.1,H2AXA,144710185,144710185,,LOC144710185,XP_078440005.1,histone H2AX,89.6,94.4,98.5,8.97e-80,230.0,1.013215859030837,False,2.0,directional_best_hit,low
AT1G08990,NP_172373.3,PGSIP5,144705755,144705755,,PGSIP2,XP_078434688.1,plant glycogenin-like starch initiation protein 2,43.0,87.8,78.3,3.23e-137,411.0,3.314516129032258,False,4.0,directional_best_hit,low
AT1G09080,NP_172382.4,BIP3,144715211,144715211,,LOC144715211,XP_078446262.1,luminal-binding protein 5,79.8,93.2,94.5,0.0,977.0,1.1014656144306652,False,1.0,directional_best_hit,low
AT1G09090,NP_973799.1,RBOHB,144704223,144704223,,RBOHA,XP_078432682.1,respiratory burst oxidase homolog A,58.4,98.7,98.4,0.0,1032.0,1.3063291139240507,False,4.0,directional_best_hit,low
AT1G09200,NP_563838.1,,144700560,144700560,,LOC144700560,XP_078428119.1,histone H3.2,99.3,100.0,100.0,6.82e-87,248.0,1.0,True,5.0,reciprocal_best_hit,medium
AT1G09350,NP_172406.1,GolS3,144714636,144714636,,LOC144714636,XP_078445548.1,galactinol synthase 2-like,67.1,85.6,71.0,5.739999999999999e-150,426.0,8.71165644171779,False,4.0,directional_best_hit,low
AT1G09440,NP_001321827.1,,144714193,144714193,,LOC144714193,XP_078445022.1,putative receptor-like protein kinase At5g18500,65.8,96.6,89.3,3.17e-203,571.0,1.0535055350553506,False,1.0,directional_best_hit,low
AT1G09610,NP_172432.1,GXM3,144706163,144706163,,LOC144706163,XP_078435199.1,arabinogalactan O-methyltransferase 2-like,47.7,82.3,83.5,1.03e-63,200.0,1.2578616352201257,False,4.0,directional_best_hit,low
AT1G09750,NP_563851.1,,144704304,144704304,,LOC144704304,XP_078432807.1,eukaryotic aspartyl protease family protein,52.6,93.3,95.6,8.510000000000001e-133,387.0,1.1348973607038124,True,1.0,reciprocal_best_hit,high
AT1G09880,NP_001322797.1,,144706766,144706766,,LOC144706766,XP_078435919.1,uncharacterized protein LOC144706766 isoform X1,52.0,90.7,99.0,1.0799999999999999e-246,698.0,inf,False,3.0,directional_best_hit,low
AT1G09890,NP_001321193.1,,144706766,144706766,,LOC144706766,XP_078435919.1,uncharacterized protein LOC144706766 isoform X1,56.6,99.2,98.0,1.67e-281,785.0,inf,True,3.0,reciprocal_best_hit,high
AT1G09932,NP_849628.1,,144702463,144702463,,LOC144702463,XP_078430648.1,phosphoglycerate mutase-like protein 1,41.5,96.5,95.0,1.48e-65,204.0,inf,False,1.0,directional_best_hit,low
AT1G10070,NP_001031015.1,BCAT-2,144707541,144707541,,LOC144707541,XP_078436836.1,"branched-chain-amino-acid aminotransferase 3, chloroplastic-like",66.1,86.3,80.4,6.57e-162,459.0,1.0268456375838926,False,1.0,directional_best_hit,low
AT1G10140,NP_563861.1,,144702368,144702368,,LOC144702368,XP_078430514.1,uncharacterized protein LOC144702368,32.3,90.4,88.3,2.14e-06,43.9,inf,True,1.0,reciprocal_best_hit,medium
AT1G10370,NP_172508.4,ERD9,144704658,144704658,,LOC144704658,XP_078433271.1,glutathione S-transferase U17-like,58.6,100.0,97.8,1.1e-93,273.0,1.0748031496062993,True,1.0,reciprocal_best_hit,medium
AT1G10380,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G10480,NP_172518.1,ZFP5,144701401,144701401,,LOC144701401,XP_078429342.1,zinc finger protein GIS3-like,49.3,33.6,37.4,6.84e-13,63.5,1.0111464968152866,False,1.0,below_threshold,unmapped
AT1G10530,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G10800,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G11190,NP_172585.1,BFN1,144703001,144703001,,LOC144703001,XP_078431185.1,endonuclease 4-like,47.2,94.1,94.3,3.5599999999999996e-91,272.0,inf,False,2.0,directional_best_hit,low
AT1G11570,NP_001323167.1,NTL,144716065,144716065,,LOC144716065,XP_078447210.1,nuclear transport factor 2B-like,58.5,80.4,97.6,2.65e-44,140.0,inf,False,1.0,directional_best_hit,low
AT1G11740,NP_172639.2,,144711706,144711706,,LOC144711706,XP_078441847.1,ankyrin repeat family protein,44.0,79.8,93.2,3.78e-142,425.0,1.0023584905660377,False,1.0,directional_best_hit,low
AT1G11915,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G12010,NP_172665.1,,144700541,144700541,,LOC144700541,XP_078428089.1,1-aminocyclopropane-1-carboxylate oxidase 3-like,51.8,93.4,94.8,1.0400000000000001e-109,320.0,1.9161676646706587,False,3.0,directional_best_hit,low
AT1G12040,NP_172668.1,LRX1,144700523,144700523,,LOC144700523,XP_078428056.1,leucine-rich repeat extensin-like protein 4,58.4,48.1,56.7,1.2299999999999999e-46,174.0,1.2428571428571429,False,1.0,below_threshold,unmapped
AT1G12080,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G12090,NP_172673.1,ELP,144716748,144716748,,LOC144716748,XP_078448113.1,lipid transfer protein EARLI 1-like,56.9,98.5,95.4,9.28e-45,141.0,1.0291970802919708,False,6.0,directional_best_hit,low
AT1G12200,NP_172684.1,FMO,144716740,144716740,,LOC144716740,XP_078448104.1,flavin-containing monooxygenase FMO GS-OX-like 4 isoform X1,60.7,94.2,91.2,2.75e-193,545.0,11.237113402061855,False,2.0,directional_best_hit,low
AT1G12260,NP_172690.1,NAC007,144711937,144711937,,LOC144711937,XP_078442221.1,NAC domain-containing protein 43-like,67.6,39.7,50.3,1.1000000000000001e-79,247.0,1.2731958762886597,False,5.0,below_threshold,unmapped
AT1G12540,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G12560,NP_172717.1,EXPA7,144706643,144706643,,EXPA4,XP_078435773.1,expansin A4,52.6,94.3,95.4,1.28e-93,275.0,1.07421875,False,4.0,directional_best_hit,low
AT1G12610,NP_172721.1,DDF1,144712201,144712201,,LOC144712201,XP_078442532.1,dehydration-responsive element-binding protein 1E-like,45.4,92.8,84.6,1.5599999999999998e-45,148.0,1.0136986301369864,False,5.0,directional_best_hit,low
AT1G12780,NP_172738.1,UGE1,144703086,144703086,,LOC144703086,XP_078431295.1,UDP-glucose 4-epimerase 1-like,63.5,97.4,98.0,1.2000000000000001e-164,462.0,1.8704453441295548,False,2.0,directional_best_hit,low
AT1G12950,NP_172755.1,RSH2,144715237,144715237,,LOC144715237,XP_078446294.1,LOW QUALITY PROTEIN: protein DETOXIFICATION 33-like,51.8,88.7,94.1,3.78e-164,473.0,1.044150110375276,False,1.0,directional_best_hit,low
AT1G13370,NP_172794.1,,144701802,144701802,,LOC144701802,XP_078429694.1,histone H3.3,94.9,100.0,100.0,5.38e-84,241.0,1.0,False,2.0,directional_best_hit,low
AT1G13420,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13480,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13520,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13620,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13635,NP_001184988.1,,144707566,144707566,,LOC144707566,XP_078436872.1,uncharacterized protein LOC144707566 isoform X1,47.4,61.1,52.2,5.6999999999999994e-61,197.0,inf,False,2.0,directional_best_hit,low
AT1G13670,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13920,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G13930,NP_001184989.1,,144702216,144702216,,LOC144702216,XP_078430295.1,nodulin-related protein 1-like,40.5,78.7,91.9,4.32e-16,69.3,inf,False,1.0,directional_best_hit,low
AT1G14260,NP_001323144.1,,144702484,144702484,,LOC144702484,XP_078430671.1,uncharacterized protein LOC144702484,57.1,83.0,44.0,1.0000000000000001e-71,227.0,1.060747663551402,False,1.0,directional_best_hit,low
AT1G14480,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G14540,NP_172906.1,PER4,144703742,144703742,,LOC144703742,XP_078432114.1,peroxidase P7-like,52.1,97.8,95.9,4.38e-105,308.0,1.0,False,1.0,directional_best_hit,low
AT1G14550,NP_172907.1,,144701316,144701316,,LOC144701316,XP_078429234.1,peroxidase P7-like,53.7,95.6,92.7,6.17e-106,311.0,1.0097402597402598,False,4.0,directional_best_hit,low
AT1G14600,NP_172912.3,,144717022,144717022,,LOC144717022,XP_078448460.1,myb family transcription factor MOF1-like,69.6,31.0,26.6,8.750000000000001e-32,117.0,1.0934579439252337,True,1.0,below_threshold,unmapped
AT1G14730,NP_172926.2,,144699994,144699994,,LOC144699994,XP_078427483.1,putative ascorbate-specific transmembrane electron transporter 1,35.9,91.5,87.4,6.36e-45,149.0,inf,False,1.0,directional_best_hit,low
AT1G14890,NP_563960.2,,144716722,144716722,,LOC144716722,XP_078448085.1,pectinesterase inhibitor 7-like,42.1,72.6,83.4,1.18e-35,123.0,1.025,False,4.0,directional_best_hit,low
AT1G14960,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G15010,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G15040,NP_850943.1,GAT1_2.1,144713621,144713621,,LOC144713621,XP_078444392.1,putative glutamine amidotransferase GAT1_2.1,61.5,93.2,97.6,4.5900000000000005e-169,478.0,inf,False,2.0,directional_best_hit,low
AT1G15330,NP_172985.1,,144708424,144708424,,LOC144708424,XP_078437863.1,SNF1-related protein kinase regulatory subunit gamma-like PV42a,47.4,94.3,91.0,2.2499999999999998e-94,285.0,inf,True,1.0,reciprocal_best_hit,high
AT1G15380,NP_001031049.1,GLYI4,144703934,144703934,,LOC144703934,XP_078432366.1,glyoxylase I 4-like,68.5,83.3,83.4,9.51e-71,210.0,1.4093959731543624,True,2.0,reciprocal_best_hit,high
AT1G15385,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G15520,NP_173005.1,ABCG40,144709167,144709167,,LOC144709167,XP_078438725.1,pleiotropic drug resistance protein TUR2,66.3,100.0,100.0,0.0,1922.0,1.0234291799787008,True,1.0,reciprocal_best_hit,medium
AT1G15580,NP_173011.1,IAA5,144709109,144709109,,LOC144709109,XP_078438635.1,auxin-responsive protein IAA1-like,46.6,94.5,46.8,1.06e-38,134.0,1.1452991452991452,False,9.0,directional_best_hit,low
AT1G15625,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G15950,NP_001319013.1,CCR1,144708368,144708368,,CCR1,XP_078437756.1,cinnamoyl coa reductase 1 isoform X1,66.7,90.7,95.2,2.33e-151,427.0,1.4523809523809523,True,2.0,reciprocal_best_hit,high
AT1G16022,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G16030,NP_173055.1,Hsp70b,144704939,144704939,,LOC144704939,XP_078433653.1,heat shock 70 kDa protein 4-like,82.4,100.0,100.0,0.0,1054.0,1.0009496676163343,False,1.0,directional_best_hit,low
AT1G16390,NP_173089.1,OCT3,144700839,144700839,,LOC144700839,XP_078428515.1,organic cation/carnitine transporter 3-like,55.9,98.3,98.6,1.88e-187,533.0,9.673321234119783,True,1.0,reciprocal_best_hit,high
AT1G16490,NP_173098.1,MYB58,144700267,144700267,,LOC144700267,XP_078427864.1,transcription factor MYB15-like,69.9,41.2,42.5,8.679999999999999e-60,189.0,1.0,False,2.0,below_threshold,unmapped
AT1G16905,NP_001077549.2,,144703025,144703025,,LOC144703025,XP_078431224.1,EP1-like glycoprotein 2,43.2,94.1,95.1,2.43e-97,296.0,1.0068027210884354,False,1.0,directional_best_hit,low
AT1G17180,NP_173161.1,GSTU25,144707436,144707436,,LOC144707436,XP_078436667.1,glutathione S-transferase U25-like,61.0,95.5,94.7,1.94e-91,266.0,1.592814371257485,True,5.0,reciprocal_best_hit,high
AT1G17300,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G17380,NP_564019.1,JAZ5,144701701,144701701,,LOC144701701,XP_078429570.1,protein TIFY 10a-like isoform X1,28.4,70.4,84.2,2.55e-14,69.7,1.0341246290801187,False,2.0,directional_best_hit,low
AT1G17400,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G17950,NP_173237.1,MYB52,144708203,144708203,,LOC144708203,XP_078437544.1,transcription factor MYB117-like isoform X1,76.6,44.6,32.2,6.21e-63,199.0,1.0101522842639594,False,2.0,below_threshold,unmapped
AT1G18100,NP_173250.1,E12A11,144703648,144703648,,E12A11,XP_078432001.1,PEBP (phosphatidylethanolamine-binding protein) family protein isoform X1,71.7,100.0,100.0,2.3399999999999998e-91,262.0,1.4802259887005649,True,1.0,reciprocal_best_hit,high
AT1G18140,NP_173252.2,LAC1,144715105,144715105,,LOC144715105,XP_078446125.1,laccase-15-like,45.0,98.1,98.6,1.95e-177,512.0,1.0491803278688525,False,1.0,directional_best_hit,low
AT1G18250,NP_001031064.1,ATLP-1,144711204,144711204,,LOC144711204,XP_078441261.1,thaumatin-like protein,62.2,91.4,91.0,1.57e-103,299.0,1.2777777777777777,False,4.0,directional_best_hit,low
AT1G18265,NP_973856.1,,144702698,144702698,,LOC144702698,XP_078430828.1,myosin-binding protein 7-like isoform X1,50.0,20.0,14.9,1.11e-06,48.1,1.0321888412017168,False,1.0,below_threshold,unmapped
AT1G18570,NP_173292.1,MYB51,144713570,144713570,,LOC144713570,XP_078444305.1,transcription factor MYB106-like,75.0,36.4,35.8,6.24e-68,216.0,1.0093457943925233,False,7.0,below_threshold,unmapped
AT1G18880,NP_173322.1,NRT1.9,144706956,144706956,,LOC144706956,XP_078436178.1,protein NRT1/ PTR FAMILY 2.11-like,50.4,94.4,95.9,1.0299999999999999e-196,561.0,1.5497237569060773,False,4.0,directional_best_hit,low
AT1G18970,NP_564067.2,GLP4,144706453,144706453,,LOC144706453,XP_078435538.1,nectarin-1-like,50.0,96.8,97.7,3.13e-69,210.0,1.0294117647058822,False,5.0,directional_best_hit,low
AT1G19025,NP_564070.1,,144705391,144705391,,LOC144705391,XP_078434156.1,DNA repair metallo-beta-lactamase family protein,41.2,99.6,100.0,1.19e-131,389.0,3.7766990291262137,True,1.0,reciprocal_best_hit,high
AT1G19115,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G19210,NP_173355.3,,144701699,144701699,,LOC144701699,XP_078429567.1,uncharacterized protein LOC144701699,71.3,46.5,46.8,2.33e-36,124.0,1.0689655172413792,False,3.0,below_threshold,unmapped
AT1G19250,NP_173359.3,FMO1,144713717,144713717,,FMO1,XP_078444511.1,flavin-dependent monooxygenase 1 isoform X1,58.7,95.7,97.9,1.38e-231,646.0,1.6910994764397906,True,1.0,reciprocal_best_hit,high
AT1G19300,NP_564077.1,PARVUS,144702378,144702378,,LOC144702378,XP_078430527.1,putative galacturonosyltransferase-like 2,64.8,90.3,90.1,3.16e-144,410.0,1.0621761658031088,False,1.0,directional_best_hit,low
