native_program_id,native_program_name,trusted_panel_tier,initial_review_call,manual_review_priority,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,reason_for_inclusion,review_note,manual_decision,manual_decision_notes,mean_expression,detection_fraction,manual_recommended_decision,manual_review_confidence,annotation_fit_to_program,suggested_program_adjustment,manual_expression_check,manual_review_notes_recommended
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr5.g111340,TIP4-3,5,6,32.2176,medium,Belongs to the MIP aquaporin (TC 1.A.8) family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,0.3639129637369837,0.2257307831107903,keep,high,direct,,All-cell detection fraction 0.226; mean normalized expression 0.364. Use notebook plots to confirm cluster specificity.,TIP4-3 aquaporin annotation directly supports water balance.
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr18.g069540,-,14,6,9.242,medium,Sodium/hydrogen exchanger family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,0.0118248746415588,0.00920245398773,keep,high,direct,,All-cell detection fraction 0.009; mean normalized expression 0.012. Use notebook plots to confirm cluster specificity.,Sodium/hydrogen exchanger directly supports ion and salt-balance biology.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr1.g003300,-,3,1,43.6534,high,Belongs to the Casparian strip membrane proteins (CASP) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.9539104083049148,0.5026163839769037,maybe,medium,partial,,All-cell detection fraction 0.503; mean normalized expression 0.954. Use notebook plots to confirm cluster specificity.,"CASP-family membrane protein supports surface/barrier biology, but Casparian-strip terminology is root-associated; keep cautiously."
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr9.g145240,-,7;8;9;13,1,37.1226,high,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,3.335968233781995,0.9208769397329484,keep,high,direct,,All-cell detection fraction 0.921; mean normalized expression 3.336. Use notebook plots to confirm cluster specificity.,Lipid-transfer protein with wax/cutin/cell-wall deposition annotation directly supports surface/cell-wall biology.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr16.g057130,-,2,2,49.7493,high,3-ketoacyl-coa synthase,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.2633591090383536,0.4740166005052327,keep,high,direct,,All-cell detection fraction 0.474; mean normalized expression 1.263. Use notebook plots to confirm cluster specificity.,3-ketoacyl-CoA synthase supports very-long-chain lipid/wax biosynthesis.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr15.g053470,-,3,2,39.2811,high,O-acyltransferase (WSD1-like),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.3482846858348354,0.1691627571273908,keep,high,direct,,All-cell detection fraction 0.169; mean normalized expression 0.348. Use notebook plots to confirm cluster specificity.,O-acyltransferase/WSD1-like annotation supports wax/lipid surface biology.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045910,-,9;13,4,36.3972,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.4620118274529743,0.20967159870083,keep,high,direct,,All-cell detection fraction 0.210; mean normalized expression 0.462. Use notebook plots to confirm cluster specificity.,Sterol desaturase supports membrane/surface lipid biology.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr15.g053070,-,12,4,17.9614,high,Belongs to the glycosyltransferase 8 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.793261730532541,0.4335077589317935,maybe,medium,partial,,All-cell detection fraction 0.434; mean normalized expression 0.793. Use notebook plots to confirm cluster specificity.,"Glycosyltransferase can support cell-wall polysaccharide biology, but annotation is broad; use as supporting marker."
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045920,-,7;9;13,5,36.1962,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.6386935919008979,0.2569469505593648,keep,high,direct,,All-cell detection fraction 0.257; mean normalized expression 0.639. Use notebook plots to confirm cluster specificity.,Sterol desaturase supports membrane/surface lipid biology.
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,supporting_marker,supporting_review,medium,Waus8730.v1.chr15.g049100,-,12,6,16.9095,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues",High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,1.0352396211074162,0.4880909418982317,keep,high,direct,,All-cell detection fraction 0.488; mean normalized expression 1.035. Use notebook plots to confirm cluster specificity.,Xyloglucan endotransglycosylase/hydrolase annotation directly supports cell-wall remodeling.
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr7.g132050,NAR2.2,7;9,2,40.6439,high,High affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.5730025295028751,0.6602309635510646,keep,high,direct,,All-cell detection fraction 0.660; mean normalized expression 1.573. Use notebook plots to confirm cluster specificity.,NAR2.2/high-affinity nitrate transporter directly supports nutrient transport.
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr12.g028590,-,7,3,40.4727,high,Inorganic phosphate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.443491303396325,0.2190544929628293,keep,high,direct,,All-cell detection fraction 0.219; mean normalized expression 0.443. Use notebook plots to confirm cluster specificity.,Inorganic phosphate transporter directly supports nutrient transport.
nutrient_transport,Nutrient transport,core_marker,keep_initial,medium,Waus8730.v1.chr4.g099300,NRT2.3,7,5,39.273,high,high affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.5512773064059633,0.2449476723204619,keep,high,direct,,All-cell detection fraction 0.245; mean normalized expression 0.551. Use notebook plots to confirm cluster specificity.,NRT2.3/high-affinity nitrate transporter directly supports nutrient transport.
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr16.g056580,-,7,6,37.2033,medium,glutamine synthetase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,1.2531571033668194,0.5872428726091664,maybe,medium,partial,nitrogen_assimilation,All-cell detection fraction 0.587; mean normalized expression 1.253. Use notebook plots to confirm cluster specificity.,Glutamine synthetase supports nitrogen assimilation more than transport; keep as supporting nutrient-metabolism marker or reassign if adding nitrogen-assimilation category.
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr13.g034020,-,9,8,35.3464,medium,sulfate transporter,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,0.4518618444043872,0.2066041140382533,keep,high,direct,,All-cell detection fraction 0.207; mean normalized expression 0.452. Use notebook plots to confirm cluster specificity.,Sulfate transporter directly supports nutrient transport.
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr5.g115190,-,6;8,1,29.8563,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,2.3972594532419507,0.6792674124864669,keep,high,direct,,All-cell detection fraction 0.679; mean normalized expression 2.397. Use notebook plots to confirm cluster specificity.,Light-harvesting complex annotation directly supports photosynthesis/light harvesting.
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr6.g122410,-,4;6;8,2,40.0379,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,2.9402423331988268,0.917538794658968,keep,high,direct,,All-cell detection fraction 0.918; mean normalized expression 2.940. Use notebook plots to confirm cluster specificity.,Light-harvesting complex annotation directly supports photosynthesis/light harvesting.
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr7.g126900,-,0;11,2,28.3787,high,Photosystem II reaction centre X protein (PsbX),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,2.270658260939332,0.837333092746301,keep,high,direct,,All-cell detection fraction 0.837; mean normalized expression 2.271. Use notebook plots to confirm cluster specificity.,Photosystem II reaction centre protein directly supports photosynthesis.
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr17.g061240,ELIP,2;8,3,48.9931,high,Chlorophyll A-B binding protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.2305633754213507,0.4517322266329844,keep,high,direct,,All-cell detection fraction 0.452; mean normalized expression 1.231. Use notebook plots to confirm cluster specificity.,ELIP/chlorophyll A-B binding annotation directly supports light-harvesting/photosynthesis.
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr11.g023520,-,0;4;11,3,39.6595,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,4.162279895205015,0.9963911945146156,keep,high,direct,carbon_fixation_assimilation,All-cell detection fraction 0.996; mean normalized expression 4.162. Use notebook plots to confirm cluster specificity.,"Rubisco is more specifically carbon fixation, but it is still valid under a broad photosynthesis program; consider keeping one canonical carbon-fixation assignment to avoid double counting."
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023670,-,0;4;11,4,38.7658,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,3.9316578347339783,0.9944965716347888,keep,high,direct,carbon_fixation_assimilation,All-cell detection fraction 0.994; mean normalized expression 3.932. Use notebook plots to confirm cluster specificity.,"Rubisco is more specifically carbon fixation, but it is still valid under a broad photosynthesis program; consider keeping one canonical carbon-fixation assignment to avoid double counting."
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,medium,Waus8730.v1.chr11.g023640,-,0;11,4,28.0335,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,6.057919772350523,0.9998195597257308,keep,high,direct,carbon_fixation_assimilation,All-cell detection fraction 1.000; mean normalized expression 6.058. Use notebook plots to confirm cluster specificity.,"Rubisco is more specifically carbon fixation, but it is still valid under a broad photosynthesis program; consider keeping one canonical carbon-fixation assignment to avoid double counting."
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,medium,Waus8730.v1.chr5.g116260,-,0;6,4,27.8803,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,3.8425923077521817,0.9931432695777698,keep,high,direct,carbon_fixation_assimilation,All-cell detection fraction 0.993; mean normalized expression 3.843. Use notebook plots to confirm cluster specificity.,"Rubisco is more specifically carbon fixation, but it is still valid under a broad photosynthesis program; consider keeping one canonical carbon-fixation assignment to avoid double counting."
rna_binding_regulatory,RNA-binding / regulatory,core_marker,keep_initial,high,Waus8730.v1.chr3.g090140,GRP1,0,2,23.6906,high,glycine-rich RNA-binding,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,3.0777404360684115,0.8971490436665464,keep,high,direct,,All-cell detection fraction 0.897; mean normalized expression 3.078. Use notebook plots to confirm cluster specificity.,Glycine-rich RNA-binding annotation directly supports RNA-binding/regulatory program.
rna_binding_regulatory,RNA-binding / regulatory,core_marker,keep_initial,high,Waus8730.v1.chr9.g141430,GRP1,0;3,3,39.1241,high,glycine-rich RNA-binding,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.4426948174977157,0.6164741970407795,keep,high,direct,,All-cell detection fraction 0.616; mean normalized expression 1.443. Use notebook plots to confirm cluster specificity.,Glycine-rich RNA-binding annotation directly supports RNA-binding/regulatory program.
